站号,站点名称,时间,温度,气压,湿度,风向,风速,降水量,能见度
57405,遂宁,20240811155100,27.80,1038.00,69.20,61.70,1.20,10.00,22.30
57411,高坪区,20240811155100,33.70,1037.30,91.10,229.60,8.00,2.10,8.20
57503,东兴区,20240811155100,6.70,1020.00,91.80,174.10,1.40,3.70,23.20
57604,纳溪,20240811155100,4.10,1045.80,87.60,265.50,7.30,11.20,38.80
57608,叙永,20240811155100,3.90,989.70,99.50,186.90,2.90,7.90,3.80
54525,宝坻,20240811155100,9.10,1020.00,66.10,198.00,2.50,3.20,22.80
54527,天津,20240811155100,25.50,978.50,66.20,252.40,3.70,4.00,26.50
54623,塘沽,20240811155100,10.10,1016.90,14.90,269.50,2.70,1.70,15.00
55228,狮泉河,20240811155100,15.30,974.90,79.10,344.40,4.60,1.80,11.40
55248,改则,20240811155100,17.70,1047.70,75.20,272.10,2.90,1.40,30.10
55279,班戈,20240811155100,20.60,953.80,13.00,341.10,2.40,2.40,28.70
55294,安多,20240811155100,16.30,952.50,50.40,46.50,9.40,15.30,36.00
55299,那曲,20240811155100,7.40,1023.10,56.20,182.70,8.00,10.50,2.30
55437,普兰,20240811155100,22.90,974.30,83.70,280.60,2.10,13.00,27.90
55472,申扎,20240811155100,5.20,995.60,48.10,250.90,9.40,10.30,27.20
55493,当雄,20240811155100,7.00,1010.70,41.20,338.40,8.40,13.60,24.90
55569,拉孜,20240811155100,22.90,1042.20,86.10,350.50,5.30,14.30,8.40
55578,日喀则,20240811155100,3.50,1042.90,90.70,351.60,2.40,0.50,32.30
55585,尼木,20240811155100,24.70,958.70,30.20,210.00,4.30,9.50,16.10
55591,拉萨,20240811155100,33.70,1025.00,83.30,316.00,1.00,14.50,14.40
55598,泽当,20240811155100,14.40,986.20,64.50,197.30,3.60,2.60,23.00
55655,聂拉木,20240811155100,28.90,978.10,21.40,222.60,6.20,2.20,14.30
55664,定日,20240811155100,8.70,976.70,51.80,18.40,0.60,9.20,23.60
55680,江孜,20240811155100,24.90,1040.80,79.70,143.80,1.00,11.10,19.80
55681,浪卡子,20240811155100,2.00,1002.80,49.40,316.70,4.20,7.90,34.00
55690,错那,20240811155100,22.80,979.70,92.30,311.90,3.10,11.70,14.60
55696,隆子,20240811155100,29.30,1015.90,38.90,153.20,7.80,6.70,6.90
55773,帕里,20240811155100,13.40,1013.10,65.70,38.50,9.10,1.50,22.40
56106,索县,20240811155100,15.20,993.80,22.20,117.40,6.60,10.90,34.10
56116,丁青,20240811155100,26.10,1000.80,63.40,263.90,5.80,11.70,15.90
56137,昌都,20240811155100,8.90,1009.40,45.70,353.40,0.60,6.60,21.90
56202,嘉黎,20240811155100,8.40,970.50,74.00,322.10,3.60,1.70,0.60
56223,洛隆,20240811155100,18.00,1020.40,13.00,198.20,4.20,4.50,35.60
56227,波密,20240811155100,6.10,1037.40,45.00,42.20,3.40,8.40,21.30
56312,林芝,20240811155100,19.40,994.10,92.40,248.50,8.70,10.10,2.00
56331,左贡,20240811155100,14.30,997.90,49.10,303.00,3.60,11.10,25.10
56434,察隅,20240811155100,2.50,982.80,10.90,110.50,3.30,7.20,23.90
51053,哈巴河,20240811155100,32.70,1029.70,14.70,174.00,2.30,7.70,16.20
51059,吉木乃,20240811155100,10.90,978.10,92.80,75.40,7.40,1.20,3.90
51060,布尔津,20240811155100,6.20,1008.60,41.10,80.70,1.70,15.40,23.70
51068,福海,20240811155100,0.40,1028.50,34.00,267.90,6.60,1.00,13.60
51076,阿勒泰,20240811155100,15.10,1029.40,77.50,357.80,4.30,4.20,11.90
51087,富蕴,20240811155100,11.80,977.20,43.30,2.70,5.30,11.30,33.30
51133,塔城,20240811155100,18.00,1046.60,62.50,259.40,0.40,4.80,20.10
51156,和布克赛尔,20240811155100,32.10,994.30,19.10,257.50,8.00,14.30,0.60
51186,青河,20240811155100,14.60,1048.50,29.40,24.90,7.90,6.90,22.80
51232,阿拉山口,20240811155100,22.20,1024.40,29.90,284.00,1.60,8.40,2.00
51238,博乐,20240811155100,17.10,1029.80,30.50,330.10,1.60,15.00,29.50
51241,托里,20240811155100,7.00,957.10,44.90,49.30,1.40,7.20,22.10
51243,克拉玛依,20240811155100,14.40,967.50,47.90,269.30,6.10,3.40,14.20
51288,北塔山,20240811155100,14.20,979.50,62.20,1.50,3.90,9.30,0.70
51330,温泉,20240811155100,20.70,975.80,52.70,52.90,0.80,9.30,18.20
51334,精河,20240811155100,17.40,1021.50,93.00,49.60,8.60,15.90,18.90
51346,乌苏,20240811155100,25.20,1012.30,66.20,249.90,9.80,14.20,34.40
51358,乌兰乌苏,20240811155100,31.10,971.60,18.60,60.40,1.10,4.10,17.10
51365,蔡家湖,20240811155100,15.30,1003.40,97.80,51.00,9.20,7.80,23.90
51367,呼图壁,20240811155100,20.20,1034.30,57.40,47.60,5.80,0.40,12.40
51379,奇台,20240811155100,9.70,1033.50,31.40,134.90,5.80,6.80,20.00
51431,伊宁,20240811155100,5.60,1027.00,24.40,296.80,8.60,2.30,32.40
51433,尼勒克,20240811155100,20.00,1004.40,79.50,175.30,7.80,11.30,21.50
51437,昭苏,20240811155100,2.30,968.30,75.50,137.50,2.60,6.10,20.40
51463,乌鲁木齐,20240811155100,8.70,968.50,32.80,163.40,2.00,3.40,13.50
51467,巴仑台,20240811155100,2.80,1032.30,73.60,173.40,4.50,11.20,25.40
51469,乌鲁木齐牧试站,20240811155100,23.20,951.50,37.80,293.40,1.10,14.50,28.70
51470,天池,20240811155100,14.00,975.10,80.20,76.50,3.40,2.90,9.20
51477,达坂城,20240811155100,1.10,954.20,64.80,299.80,2.70,4.90,18.40
51495,十三间房,20240811155100,19.70,1042.30,61.90,52.50,9.80,12.70,21.20
51526,库米什,20240811155100,19.40,1029.20,91.80,332.80,0.70,6.90,26.20
51542,巴音布鲁克,20240811155100,31.90,987.40,30.10,86.10,2.50,15.50,37.80
51567,焉耆,20240811155100,26.00,991.70,42.20,47.30,5.90,11.10,22.30
51573,吐鲁番,20240811155100,23.90,990.00,20.70,148.60,7.50,11.80,36.40
51581,鄯善,20240811155100,27.40,1013.80,92.80,357.00,3.00,14.60,5.00
51628,阿克苏,20240811155100,28.90,1019.50,76.40,6.00,2.20,15.70,7.30
51633,拜城,20240811155100,34.70,957.20,95.10,145.90,4.10,15.40,33.20
51639,沙雅,20240811155100,10.30,1019.70,15.50,349.20,9.70,0.20,13.00
51642,轮台,20240811155100,12.40,989.30,89.40,105.00,3.10,6.20,22.00
51644,库车,20240811155100,16.30,1042.10,92.20,160.20,1.60,8.60,1.50
51655,尉犁,20240811155100,29.00,950.30,98.80,303.80,2.80,9.20,9.70
51656,库尔勒,20240811155100,22.10,981.80,28.20,107.40,1.50,5.70,11.80
51701,吐尔尕特,20240811155100,21.40,1035.20,74.90,238.80,4.50,5.50,23.90
51704,阿图什,20240811155100,22.80,1041.80,11.10,124.10,3.90,15.40,39.50
51705,乌恰,20240811155100,0.70,1037.20,21.00,219.80,2.80,5.10,38.80
51709,喀什,20240811155100,15.60,984.30,93.70,82.90,6.10,1.90,25.60
51711,阿合奇,20240811155100,32.60,1020.90,37.40,14.00,6.10,9.50,8.00
51716,巴楚,20240811155100,0.80,977.10,71.90,113.80,8.90,12.30,37.90
51720,柯坪,20240811155100,18.00,961.70,92.60,313.90,4.10,9.70,8.90
51730,阿拉尔,20240811155100,1.90,1004.00,92.90,357.70,8.30,14.70,0.70
51747,塔中,20240811155100,24.40,1033.80,16.30,17.20,4.70,2.90,26.40
51765,铁干里克,20240811155100,11.00,1046.50,34.40,181.80,3.60,13.60,15.60
51777,若羌,20240811155100,22.70,979.90,98.70,270.90,1.60,9.40,20.00
51804,塔什库尔干,20240811155100,0.90,1040.30,59.00,147.90,4.30,7.90,25.60
51810,麦盖提,20240811155100,17.80,1043.80,61.50,62.20,7.70,15.80,34.60
51811,莎车,20240811155100,32.40,952.00,41.00,218.50,8.50,7.40,35.50
51818,皮山,20240811155100,12.30,1027.00,86.40,230.20,6.90,10.30,21.10
51828,和田,20240811155100,18.70,956.90,21.10,349.90,2.40,9.30,17.80
51839,民丰,20240811155100,21.70,1022.50,28.60,84.50,6.30,12.20,21.90
51855,且末,20240811155100,34.00,953.20,71.70,91.70,5.20,8.70,25.40
51931,于田,20240811155100,13.90,993.40,16.10,116.20,5.60,1.70,26.40
52101,巴里坤,20240811155100,2.80,998.10,52.70,256.70,0.20,7.10,6.60
52112,淖毛湖,20240811155100,12.70,1014.40,34.40,79.40,6.90,10.30,39.20
52118,伊吾,20240811155100,18.50,1028.50,66.30,122.50,1.70,4.10,9.40
52203,哈密,20240811155100,27.20,1026.00,94.80,161.10,4.60,6.20,32.60
52313,红柳河,20240811155100,30.30,1033.90,14.20,43.30,7.20,4.20,20.00
56444,德钦,20240811155100,27.50,1021.30,21.90,220.20,0.90,14.30,14.80
56533,贡山,20240811155100,33.10,1009.80,39.20,61.60,8.30,9.60,19.30
56543,香格里拉,20240811155100,5.30,998.90,58.80,57.50,0.10,10.80,13.80
56548,维西,20240811155100,19.80,995.00,71.60,320.30,4.20,7.90,3.60
56586,昭通昭阳,20240811155100,21.40,1033.30,48.80,128.90,4.60,8.70,29.10
56643,六库,20240811155100,15.50,977.10,34.00,328.60,6.90,13.20,25.40
56651,丽江,20240811155100,5.50,1044.00,54.80,315.80,8.10,9.60,8.50
56664,华坪,20240811155100,28.30,1017.60,77.50,248.30,7.90,11.20,8.60
56684,会泽,20240811155100,7.10,1020.30,47.40,243.50,3.60,10.20,12.50
56739,腾冲,20240811155100,33.40,977.00,16.80,144.10,9.30,0.80,32.80
56748,保山隆阳,20240811155100,1.40,1019.30,68.20,251.90,8.50,10.20,2.90
56751,大理,20240811155100,31.90,977.00,66.60,45.40,4.70,0.20,13.70
56763,元谋,20240811155100,32.60,1048.60,67.50,114.70,8.90,4.10,33.40
56768,楚雄,20240811155100,27.70,1016.30,25.90,1.10,3.30,2.80,25.20
56778,昆明,20240811155100,7.80,1008.80,93.20,29.30,3.30,10.70,36.40
56786,沾益,20240811155100,2.10,1034.90,59.40,189.00,2.00,1.20,34.40
56838,瑞丽,20240811155100,16.90,955.40,93.30,219.70,9.20,8.00,9.60
56856,景东,20240811155100,13.10,1026.10,83.00,125.80,2.40,4.20,2.10
56872,太华山,20240811155100,16.00,997.00,17.40,88.80,1.00,0.60,38.10
56875,玉溪红塔,20240811155100,14.60,1012.50,59.80,196.70,7.50,5.20,20.90
56886,泸西,20240811155100,14.70,1015.60,10.50,171.80,6.30,13.80,31.50
56946,耿马,20240811155100,30.50,995.00,26.30,113.70,1.10,7.30,34.70
56950,双江,20240811155100,33.70,973.50,32.10,204.90,5.70,11.50,13.80
56951,临沧,20240811155100,27.00,1005.30,67.10,201.60,7.90,0.10,33.50
56954,澜沧,20240811155100,0.60,971.30,84.40,215.30,2.20,8.90,27.10
56959,景洪,20240811155100,13.50,983.90,73.80,314.00,8.90,2.10,22.90
56964,思茅,20240811155100,0.20,994.60,62.90,89.10,3.40,5.00,14.10
56966,元江,20240811155100,34.30,1029.70,63.10,86.30,5.00,1.40,3.10
56969,勐腊,20240811155100,13.10,1007.60,81.80,128.70,4.10,14.20,24.00
56977,江城,20240811155100,31.50,956.30,26.30,240.00,5.40,12.10,34.10
56985,蒙自,20240811155100,24.50,995.40,12.20,339.90,0.10,12.30,29.10
56986,屏边,20240811155100,8.70,955.30,18.40,33.00,5.00,8.70,34.60
56991,砚山,20240811155100,25.30,1047.30,67.70,103.40,0.10,8.80,32.20
59007,广南,20240811155100,14.50,1036.20,51.40,311.00,2.60,9.80,31.10
58448,临安,20240811155100,23.20,1003.10,40.40,92.80,8.60,11.80,32.70
58450,湖州,20240811155100,13.90,1038.20,67.00,192.60,3.50,2.60,25.60
58457,杭州,20240811155100,23.80,952.50,90.20,69.10,9.90,13.20,12.50
58464,平湖,20240811155100,0.00,1028.00,59.90,184.70,4.20,3.40,15.80
58467,慈溪,20240811155100,27.00,1019.20,66.90,15.30,7.50,6.50,23.30
58472,嵊泗,20240811155100,1.10,1020.30,21.20,275.20,8.50,12.30,23.00
58477,定海,20240811155100,22.30,968.90,83.90,321.10,1.50,11.30,25.40
58543,淳安,20240811155100,6.60,1022.50,43.10,21.80,5.70,1.10,6.60
58549,金华,20240811155100,5.20,1014.50,87.60,352.40,3.70,3.70,2.90
58553,上虞,20240811155100,26.20,972.20,46.20,242.60,7.70,5.50,33.00
58556,嵊州,20240811155100,31.50,991.00,16.10,348.80,5.10,4.00,25.10
58557,义乌,20240811155100,26.80,1009.30,90.50,268.40,7.10,3.60,5.50
58562,鄞县,20240811155100,23.00,1021.90,62.10,133.20,6.40,5.70,0.90
58569,石浦,20240811155100,10.30,959.40,63.80,71.80,6.80,9.30,29.60
58633,衢州,20240811155100,19.50,1028.00,42.60,36.00,9.00,9.90,20.00
58646,丽水,20240811155100,19.10,1003.90,85.10,6.00,8.50,10.80,34.40
58652,仙居,20240811155100,0.60,979.70,45.10,163.60,1.60,7.20,12.10
58665,洪家,20240811155100,8.10,1022.10,83.00,218.60,6.70,4.00,10.40
58666,大陈,20240811155100,28.50,1047.30,80.00,173.30,5.30,1.90,9.30
58667,玉环,20240811155100,29.30,981.80,74.60,103.70,5.80,13.70,29.70
58742,云和,20240811155100,9.50,1005.80,39.30,305.10,5.50,14.50,28.70
58752,瑞安,20240811155100,17.10,1046.90,66.00,40.40,9.10,9.00,14.30
58760,洞头,20240811155100,11.00,951.10,24.70,84.60,3.60,12.00,13.10
57348,奉节,20240811155100,29.00,1043.10,32.40,78.50,4.90,2.20,22.20
57426,梁平,20240811155100,5.90,1022.00,31.90,295.40,3.00,10.50,0.50
57432,万州,20240811155100,28.50,951.00,94.50,310.80,3.10,4.50,26.50
57502,大足,20240811155100,32.20,1014.80,90.80,103.30,1.10,4.70,23.10
57512,合川,20240811155100,9.70,990.70,16.20,198.90,9.00,5.80,37.50
57516,沙坪坝,20240811155100,4.00,1026.10,19.70,219.90,3.30,2.90,30.60
57517,江津,20240811155100,11.30,1023.40,56.30,330.00,9.60,2.80,0.80
57520,长寿,20240811155100,7.70,996.60,22.50,0.20,6.60,7.30,18.70
57523,丰都,20240811155100,7.70,954.10,41.80,337.60,0.00,9.20,16.60
57536,黔江,20240811155100,29.10,972.20,14.10,18.30,8.30,13.00,33.40
57612,綦江,20240811155100,6.80,961.10,54.00,318.30,9.70,10.40,8.30
57633,酉阳,20240811155100,19.50,1006.40,44.40,167.30,3.00,2.90,2.70
